scrape_date,flight_date,route,carrier,advance_days,base_fare,taxes_and_fees,total_fare
2026-08-29,2026-10-13,BLR-HYD,SpiceJet,45,2592,466,3058
2026-08-29,2026-10-13,BLR-HYD,SpiceJet,45,2878,518,3396
2026-08-29,2026-09-28,BLR-HYD,SpiceJet,30,2777,499,3276
2026-08-29,2026-09-28,BLR-HYD,SpiceJet,30,2931,527,3458
2026-08-29,2026-09-28,BLR-HYD,SpiceJet,30,2655,477,3132
2026-08-29,2026-09-28,BLR-HYD,SpiceJet,30,2668,480,3148
2026-08-29,2026-09-28,BLR-HYD,SpiceJet,30,2605,468,3073
2026-08-29,2026-09-13,BLR-HYD,SpiceJet,15,3268,588,3856
2026-08-29,2026-09-13,BLR-HYD,SpiceJet,15,3666,659,4325
2026-08-29,2026-09-13,BLR-HYD,SpiceJet,15,3117,561,3678
2026-08-29,2026-09-13,BLR-HYD,SpiceJet,15,3829,689,4518
2026-08-29,2026-09-13,BLR-HYD,SpiceJet,15,3565,641,4206
2026-08-29,2026-09-05,BLR-HYD,SpiceJet,7,5201,936,6137
2026-08-29,2026-09-05,BLR-HYD,SpiceJet,7,4130,743,4873
2026-08-29,2026-09-05,BLR-HYD,SpiceJet,7,4352,783,5135
2026-08-29,2026-09-05,BLR-HYD,SpiceJet,7,4792,862,5654
2026-08-29,2026-09-05,BLR-HYD,SpiceJet,7,5000,900,5900
2026-08-29,2026-08-30,BLR-HYD,SpiceJet,1,6959,1252,8211
2026-08-29,2026-08-30,BLR-HYD,SpiceJet,1,6754,1215,7969
2026-08-29,2026-08-30,BLR-HYD,SpiceJet,1,6562,1181,7743
2026-08-29,2026-08-30,BLR-HYD,SpiceJet,1,6116,1100,7216
2026-08-29,2026-08-30,BLR-HYD,SpiceJet,1,6815,1226,8041
2026-08-30,2026-10-14,DEL-BOM,IndiGo,45,3834,690,4524
2026-08-30,2026-10-14,DEL-BOM,IndiGo,45,4086,735,4821
2026-08-30,2026-10-14,DEL-BOM,IndiGo,45,4254,765,5019
2026-08-30,2026-10-14,DEL-BOM,IndiGo,45,3977,715,4692
2026-08-30,2026-10-14,DEL-BOM,IndiGo,45,4773,859,5632
2026-08-30,2026-09-29,DEL-BOM,IndiGo,30,4656,838,5494
2026-08-30,2026-09-29,DEL-BOM,IndiGo,30,4585,825,5410
2026-08-30,2026-09-29,DEL-BOM,IndiGo,30,5236,942,6178
2026-08-30,2026-09-29,DEL-BOM,IndiGo,30,5051,909,5960
2026-08-30,2026-09-29,DEL-BOM,IndiGo,30,5184,933,6117
2026-08-30,2026-09-14,DEL-BOM,IndiGo,15,5813,1046,6859
2026-08-30,2026-09-14,DEL-BOM,IndiGo,15,6460,1162,7622
2026-08-30,2026-09-14,DEL-BOM,IndiGo,15,6029,1085,7114
2026-08-30,2026-09-14,DEL-BOM,IndiGo,15,5774,1039,6813
2026-08-30,2026-09-14,DEL-BOM,IndiGo,15,6104,1098,7202
2026-08-30,2026-09-06,DEL-BOM,IndiGo,7,8126,1462,9588
2026-08-30,2026-09-06,DEL-BOM,IndiGo,7,7016,1262,8278
2026-08-30,2026-09-06,DEL-BOM,IndiGo,7,7016,1262,8278
2026-08-30,2026-09-06,DEL-BOM,IndiGo,7,7176,1291,8467
2026-08-30,2026-09-06,DEL-BOM,IndiGo,7,7427,1336,8763
2026-08-30,2026-08-31,DEL-BOM,IndiGo,1,11531,2075,13606
2026-08-30,2026-08-31,DEL-BOM,IndiGo,1,12417,2235,14652
2026-08-30,2026-08-31,DEL-BOM,IndiGo,1,10044,1807,11851
2026-08-30,2026-08-31,DEL-BOM,IndiGo,1,12417,2235,14652
2026-08-30,2026-08-31,DEL-BOM,IndiGo,1,12059,2170,14229
2026-08-30,2026-10-14,DEL-BOM,Air India,45,5449,980,6429
2026-08-30,2026-10-14,DEL-BOM,Air India,45,5277,949,6226
2026-08-30,2026-10-14,DEL-BOM,Air India,45,4469,804,5273
2026-08-30,2026-10-14,DEL-BOM,Air India,45,4376,787,5163
2026-08-30,2026-10-14,DEL-BOM,Air India,45,5011,901,5912
2026-08-30,2026-09-29,DEL-BOM,Air India,30,5479,986,6465
2026-08-30,2026-09-29,DEL-BOM,Air India,30,5965,1073,7038
2026-08-30,2026-09-29,DEL-BOM,Air India,30,5498,989,6487
2026-08-30,2026-09-29,DEL-BOM,Air India,30,5804,1044,6848
2026-08-30,2026-09-29,DEL-BOM,Air India,30,5112,920,6032
2026-08-30,2026-09-14,DEL-BOM,Air India,15,7083,1274,8357
2026-08-30,2026-09-14,DEL-BOM,Air India,15,6365,1145,7510
2026-08-30,2026-09-14,DEL-BOM,Air India,15,5975,1075,7050
2026-08-30,2026-09-14,DEL-BOM,Air India,15,6329,1139,7468
2026-08-30,2026-09-14,DEL-BOM,Air India,15,7093,1276,8369
2026-08-30,2026-09-06,DEL-BOM,Air India,7,7905,1422,9327
2026-08-30,2026-09-06,DEL-BOM,Air India,7,9502,1710,11212
2026-08-30,2026-09-06,DEL-BOM,Air India,7,9224,1660,10884
2026-08-30,2026-09-06,DEL-BOM,Air India,7,8378,1508,9886
2026-08-30,2026-09-06,DEL-BOM,Air India,7,8799,1583,10382
2026-08-30,2026-08-31,DEL-BOM,Air India,1,14404,2592,16996
2026-08-30,2026-08-31,DEL-BOM,Air India,1,13744,2473,16217
2026-08-30,2026-08-31,DEL-BOM,Air India,1,13658,2458,16116
2026-08-30,2026-08-31,DEL-BOM,Air India,1,12989,2338,15327
2026-08-30,2026-08-31,DEL-BOM,Air India,1,14640,2635,17275
2026-08-30,2026-10-14,DEL-BOM,Akasa,45,4041,727,4768
2026-08-30,2026-10-14,DEL-BOM,Akasa,45,3638,654,4292
2026-08-30,2026-10-14,DEL-BOM,Akasa,45,3779,680,4459
2026-08-30,2026-10-14,DEL-BOM,Akasa,45,3670,660,4330
2026-08-30,2026-10-14,DEL-BOM,Akasa,45,3826,688,4514
2026-08-30,2026-09-29,DEL-BOM,Akasa,30,4371,786,5157
2026-08-30,2026-09-29,DEL-BOM,Akasa,30,4204,756,4960
2026-08-30,2026-09-29,DEL-BOM,Akasa,30,4950,891,5841
2026-08-30,2026-09-29,DEL-BOM,Akasa,30,4564,821,5385
2026-08-30,2026-09-29,DEL-BOM,Akasa,30,4068,732,4800
2026-08-30,2026-09-14,DEL-BOM,Akasa,15,6173,1111,7284
2026-08-30,2026-09-14,DEL-BOM,Akasa,15,5106,919,6025
2026-08-30,2026-09-14,DEL-BOM,Akasa,15,5600,1008,6608
2026-08-30,2026-09-14,DEL-BOM,Akasa,15,5523,994,6517
2026-08-30,2026-09-14,DEL-BOM,Akasa,15,6191,1114,7305
2026-08-30,2026-09-06,DEL-BOM,Akasa,7,6973,1255,8228
2026-08-30,2026-09-06,DEL-BOM,Akasa,7,7405,1332,8737
2026-08-30,2026-09-06,DEL-BOM,Akasa,7,7327,1318,8645
2026-08-30,2026-09-06,DEL-BOM,Akasa,7,8150,1467,9617
2026-08-30,2026-09-06,DEL-BOM,Akasa,7,6630,1193,7823
2026-08-30,2026-08-31,DEL-BOM,Akasa,1,11090,1996,13086
2026-08-30,2026-08-31,DEL-BOM,Akasa,1,9528,1715,11243
2026-08-30,2026-08-31,DEL-BOM,Akasa,1,10513,1892,12405
2026-08-30,2026-08-31,DEL-BOM,Akasa,1,9935,1788,11723
2026-08-30,2026-08-31,DEL-BOM,Akasa,1,9996,1799,11795
2026-08-30,2026-10-14,DEL-BOM,SpiceJet,45,3677,661,4338
2026-08-30,2026-10-14,DEL-BOM,SpiceJet,45,3566,641,4207
2026-08-30,2026-10-14,DEL-BOM,SpiceJet,45,4297,773,5070
2026-08-30,2026-10-14,DEL-BOM,SpiceJet,45,3600,648,4248
2026-08-30,2026-10-14,DEL-BOM,SpiceJet,45,3574,643,4217
2026-08-30,2026-09-29,DEL-BOM,SpiceJet,30,4421,795,5216
2026-08-30,2026-09-29,DEL-BOM,SpiceJet,30,4032,725,4757
2026-08-30,2026-09-29,DEL-BOM,SpiceJet,30,4442,799,5241
2026-08-30,2026-09-29,DEL-BOM,SpiceJet,30,4689,844,5533
2026-08-30,2026-09-29,DEL-BOM,SpiceJet,30,4501,810,5311
2026-08-30,2026-09-14,DEL-BOM,SpiceJet,15,4876,877,5753
2026-08-30,2026-09-14,DEL-BOM,SpiceJet,15,4593,826,5419
2026-08-30,2026-09-14,DEL-BOM,SpiceJet,15,5263,947,6210
2026-08-30,2026-09-14,DEL-BOM,SpiceJet,15,5505,990,6495
2026-08-30,2026-09-14,DEL-BOM,SpiceJet,15,5216,938,6154
2026-08-30,2026-09-06,DEL-BOM,SpiceJet,7,6998,1259,8257
2026-08-30,2026-09-06,DEL-BOM,SpiceJet,7,7493,1348,8841
2026-08-30,2026-09-06,DEL-BOM,SpiceJet,7,7448,1340,8788
2026-08-30,2026-09-06,DEL-BOM,SpiceJet,7,7161,1288,8449
2026-08-30,2026-09-06,DEL-BOM,SpiceJet,7,7780,1400,9180
2026-08-30,2026-08-31,DEL-BOM,SpiceJet,1,11127,2002,13129
2026-08-30,2026-08-31,DEL-BOM,SpiceJet,1,9551,1719,11270
2026-08-30,2026-08-31,DEL-BOM,SpiceJet,1,9912,1784,11696
2026-08-30,2026-08-31,DEL-BOM,SpiceJet,1,11038,1986,13024
2026-08-30,2026-08-31,DEL-BOM,SpiceJet,1,9807,1765,11572
2026-08-30,2026-10-14,DEL-BLR,IndiGo,45,6147,1106,7253
2026-08-30,2026-10-14,DEL-BLR,IndiGo,45,6150,1107,7257
2026-08-30,2026-10-14,DEL-BLR,IndiGo,45,4963,893,5856
2026-08-30,2026-10-14,DEL-BLR,IndiGo,45,6248,1124,7372
2026-08-30,2026-10-14,DEL-BLR,IndiGo,45,5486,987,6473
2026-08-30,2026-09-29,DEL-BLR,IndiGo,30,6707,1207,7914
2026-08-30,2026-09-29,DEL-BLR,IndiGo,30,5641,1015,6656
2026-08-30,2026-09-29,DEL-BLR,IndiGo,30,5635,1014,6649
2026-08-30,2026-09-29,DEL-BLR,IndiGo,30,6329,1139,7468
2026-08-30,2026-09-29,DEL-BLR,IndiGo,30,6191,1114,7305
2026-08-30,2026-09-14,DEL-BLR,IndiGo,15,7333,1319,8652
2026-08-30,2026-09-14,DEL-BLR,IndiGo,15,7556,1360,8916
2026-08-30,2026-09-14,DEL-BLR,IndiGo,15,8533,1535,10068
2026-08-30,2026-09-14,DEL-BLR,IndiGo,15,8461,1522,9983
2026-08-30,2026-09-14,DEL-BLR,IndiGo,15,7173,1291,8464
2026-08-30,2026-09-06,DEL-BLR,IndiGo,7,9330,1679,11009
2026-08-30,2026-09-06,DEL-BLR,IndiGo,7,9436,1698,11134
2026-08-30,2026-09-06,DEL-BLR,IndiGo,7,10733,1931,12664
2026-08-30,2026-09-06,DEL-BLR,IndiGo,7,10422,1875,12297
2026-08-30,2026-09-06,DEL-BLR,IndiGo,7,10971,1974,12945
2026-08-30,2026-08-31,DEL-BLR,IndiGo,1,16287,2931,19218
2026-08-30,2026-08-31,DEL-BLR,IndiGo,1,13392,2410,15802
2026-08-30,2026-08-31,DEL-BLR,IndiGo,1,14586,2625,17211
2026-08-30,2026-08-31,DEL-BLR,IndiGo,1,15959,2872,18831
2026-08-30,2026-08-31,DEL-BLR,IndiGo,1,15734,2832,18566
2026-08-30,2026-10-14,DEL-BLR,Air India,45,6571,1182,7753
2026-08-30,2026-10-14,DEL-BLR,Air India,45,6502,1170,7672
2026-08-30,2026-10-14,DEL-BLR,Air India,45,6569,1182,7751
2026-08-30,2026-10-14,DEL-BLR,Air India,45,7123,1282,8405
2026-08-30,2026-10-14,DEL-BLR,Air India,45,7150,1287,8437
2026-08-30,2026-09-29,DEL-BLR,Air India,30,7420,1335,8755
2026-08-30,2026-09-29,DEL-BLR,Air India,30,7259,1306,8565
2026-08-30,2026-09-29,DEL-BLR,Air India,30,7464,1343,8807
2026-08-30,2026-09-29,DEL-BLR,Air India,30,7937,1428,9365
2026-08-30,2026-09-29,DEL-BLR,Air India,30,6511,1171,7682
2026-08-30,2026-09-14,DEL-BLR,Air India,15,7941,1429,9370
2026-08-30,2026-09-14,DEL-BLR,Air India,15,8194,1474,9668
2026-08-30,2026-09-14,DEL-BLR,Air India,15,9291,1672,10963
2026-08-30,2026-09-14,DEL-BLR,Air India,15,8440,1519,9959
2026-08-30,2026-09-14,DEL-BLR,Air India,15,9680,1742,11422
2026-08-30,2026-09-06,DEL-BLR,Air India,7,10816,1946,12762
2026-08-30,2026-09-06,DEL-BLR,Air India,7,12626,2272,14898
2026-08-30,2026-09-06,DEL-BLR,Air India,7,10252,1845,12097
2026-08-30,2026-09-06,DEL-BLR,Air India,7,12907,2323,15230
2026-08-30,2026-09-06,DEL-BLR,Air India,7,12935,2328,15263
2026-08-30,2026-08-31,DEL-BLR,Air India,1,16373,2947,19320
2026-08-30,2026-08-31,DEL-BLR,Air India,1,17032,3065,20097
2026-08-30,2026-08-31,DEL-BLR,Air India,1,17899,3221,21120
2026-08-30,2026-08-31,DEL-BLR,Air India,1,15968,2874,18842
2026-08-30,2026-08-31,DEL-BLR,Air India,1,18618,3351,21969
2026-08-30,2026-10-14,DEL-BLR,Akasa,45,4813,866,5679
2026-08-30,2026-10-14,DEL-BLR,Akasa,45,5008,901,5909
2026-08-30,2026-10-14,DEL-BLR,Akasa,45,5901,1062,6963
2026-08-30,2026-10-14,DEL-BLR,Akasa,45,5060,910,5970
2026-08-30,2026-10-14,DEL-BLR,Akasa,45,5157,928,6085
2026-08-30,2026-09-29,DEL-BLR,Akasa,30,5359,964,6323
2026-08-30,2026-09-29,DEL-BLR,Akasa,30,5679,1022,6701
2026-08-30,2026-09-29,DEL-BLR,Akasa,30,5279,950,6229
2026-08-30,2026-09-29,DEL-BLR,Akasa,30,5538,996,6534
2026-08-30,2026-09-29,DEL-BLR,Akasa,30,6063,1091,7154
2026-08-30,2026-09-14,DEL-BLR,Akasa,15,7569,1362,8931
2026-08-30,2026-09-14,DEL-BLR,Akasa,15,7054,1269,8323
2026-08-30,2026-09-14,DEL-BLR,Akasa,15,7669,1380,9049
2026-08-30,2026-09-14,DEL-BLR,Akasa,15,7313,1316,8629
2026-08-30,2026-09-14,DEL-BLR,Akasa,15,7263,1307,8570
2026-08-30,2026-09-06,DEL-BLR,Akasa,7,10612,1910,12522
2026-08-30,2026-09-06,DEL-BLR,Akasa,7,9122,1641,10763
2026-08-30,2026-09-06,DEL-BLR,Akasa,7,9543,1717,11260
2026-08-30,2026-09-06,DEL-BLR,Akasa,7,9786,1761,11547
2026-08-30,2026-09-06,DEL-BLR,Akasa,7,10055,1809,11864
2026-08-30,2026-08-31,DEL-BLR,Akasa,1,13032,2345,15377
2026-08-30,2026-08-31,DEL-BLR,Akasa,1,15306,2755,18061
2026-08-30,2026-08-31,DEL-BLR,Akasa,1,15310,2755,18065
2026-08-30,2026-08-31,DEL-BLR,Akasa,1,14018,2523,16541
2026-08-30,2026-08-31,DEL-BLR,Akasa,1,13032,2345,15377
2026-08-30,2026-10-14,DEL-BLR,SpiceJet,45,5306,955,6261
2026-08-30,2026-10-14,DEL-BLR,SpiceJet,45,5213,938,6151
2026-08-30,2026-10-14,DEL-BLR,SpiceJet,45,4755,855,5610
2026-08-30,2026-10-14,DEL-BLR,SpiceJet,45,5168,930,6098
2026-08-30,2026-10-14,DEL-BLR,SpiceJet,45,4918,885,5803
2026-08-30,2026-09-29,DEL-BLR,SpiceJet,30,5642,1015,6657
2026-08-30,2026-09-29,DEL-BLR,SpiceJet,30,4956,892,5848
2026-08-30,2026-09-29,DEL-BLR,SpiceJet,30,5960,1072,7032
2026-08-30,2026-09-29,DEL-BLR,SpiceJet,30,5500,990,6490
2026-08-30,2026-09-29,DEL-BLR,SpiceJet,30,5877,1057,6934
2026-08-30,2026-09-14,DEL-BLR,SpiceJet,15,6553,1179,7732
2026-08-30,2026-09-14,DEL-BLR,SpiceJet,15,7029,1265,8294
2026-08-30,2026-09-14,DEL-BLR,SpiceJet,15,6295,1133,7428
2026-08-30,2026-09-14,DEL-BLR,SpiceJet,15,7387,1329,8716
2026-08-30,2026-09-14,DEL-BLR,SpiceJet,15,6297,1133,7430
2026-08-30,2026-09-06,DEL-BLR,SpiceJet,7,9754,1755,11509
2026-08-30,2026-09-06,DEL-BLR,SpiceJet,7,9159,1648,10807
2026-08-30,2026-09-06,DEL-BLR,SpiceJet,7,9209,1657,10866
2026-08-30,2026-09-06,DEL-BLR,SpiceJet,7,10041,1807,11848
2026-08-30,2026-09-06,DEL-BLR,SpiceJet,7,9421,1695,11116
2026-08-30,2026-08-31,DEL-BLR,SpiceJet,1,13519,2433,15952
2026-08-30,2026-08-31,DEL-BLR,SpiceJet,1,12716,2288,15004
2026-08-30,2026-08-31,DEL-BLR,SpiceJet,1,13309,2395,15704
2026-08-30,2026-08-31,DEL-BLR,SpiceJet,1,14159,2548,16707
2026-08-30,2026-08-31,DEL-BLR,SpiceJet,1,13619,2451,16070
2026-08-30,2026-10-14,BOM-BLR,IndiGo,45,3699,665,4364
2026-08-30,2026-10-14,BOM-BLR,IndiGo,45,3859,694,4553
2026-08-30,2026-10-14,BOM-BLR,IndiGo,45,3803,684,4487
2026-08-30,2026-10-14,BOM-BLR,IndiGo,45,3975,715,4690
2026-08-30,2026-10-14,BOM-BLR,IndiGo,45,3596,647,4243
2026-08-30,2026-09-29,BOM-BLR,IndiGo,30,3889,700,4589
2026-08-30,2026-09-29,BOM-BLR,IndiGo,30,3508,631,4139
2026-08-30,2026-09-29,BOM-BLR,IndiGo,30,3499,629,4128
2026-08-30,2026-09-29,BOM-BLR,IndiGo,30,3969,714,4683
2026-08-30,2026-09-29,BOM-BLR,IndiGo,30,3495,629,4124
2026-08-30,2026-09-14,BOM-BLR,IndiGo,15,4730,851,5581
2026-08-30,2026-09-14,BOM-BLR,IndiGo,15,4491,808,5299
2026-08-30,2026-09-14,BOM-BLR,IndiGo,15,5066,911,5977
2026-08-30,2026-09-14,BOM-BLR,IndiGo,15,4865,875,5740
2026-08-30,2026-09-14,BOM-BLR,IndiGo,15,5150,927,6077
2026-08-30,2026-09-06,BOM-BLR,IndiGo,7,6374,1147,7521
2026-08-30,2026-09-06,BOM-BLR,IndiGo,7,5855,1053,6908
2026-08-30,2026-09-06,BOM-BLR,IndiGo,7,5876,1057,6933
2026-08-30,2026-09-06,BOM-BLR,IndiGo,7,6214,1118,7332
2026-08-30,2026-09-06,BOM-BLR,IndiGo,7,6319,1137,7456
2026-08-30,2026-08-31,BOM-BLR,IndiGo,1,10566,1901,12467
2026-08-30,2026-08-31,BOM-BLR,IndiGo,1,9833,1769,11602
2026-08-30,2026-08-31,BOM-BLR,IndiGo,1,10030,1805,11835
2026-08-30,2026-08-31,BOM-BLR,IndiGo,1,9136,1644,10780
2026-08-30,2026-08-31,BOM-BLR,IndiGo,1,8555,1539,10094
2026-08-30,2026-10-14,BOM-BLR,Air India,45,4258,766,5024
2026-08-30,2026-10-14,BOM-BLR,Air India,45,3731,671,4402
2026-08-30,2026-10-14,BOM-BLR,Air India,45,3993,718,4711
2026-08-30,2026-10-14,BOM-BLR,Air India,45,4389,790,5179
2026-08-30,2026-10-14,BOM-BLR,Air India,45,3813,686,4499
2026-08-30,2026-09-29,BOM-BLR,Air India,30,4629,833,5462
2026-08-30,2026-09-29,BOM-BLR,Air India,30,4479,806,5285
2026-08-30,2026-09-29,BOM-BLR,Air India,30,5042,907,5949
2026-08-30,2026-09-29,BOM-BLR,Air India,30,4765,857,5622
2026-08-30,2026-09-29,BOM-BLR,Air India,30,4918,885,5803
2026-08-30,2026-09-14,BOM-BLR,Air India,15,5548,998,6546
2026-08-30,2026-09-14,BOM-BLR,Air India,15,5032,905,5937
2026-08-30,2026-09-14,BOM-BLR,Air India,15,5291,952,6243
2026-08-30,2026-09-14,BOM-BLR,Air India,15,5132,923,6055
2026-08-30,2026-09-14,BOM-BLR,Air India,15,5812,1046,6858
2026-08-30,2026-09-06,BOM-BLR,Air India,7,7597,1367,8964
2026-08-30,2026-09-06,BOM-BLR,Air India,7,7364,1325,8689
2026-08-30,2026-09-06,BOM-BLR,Air India,7,6848,1232,8080
2026-08-30,2026-09-06,BOM-BLR,Air India,7,7126,1282,8408
2026-08-30,2026-09-06,BOM-BLR,Air India,7,7699,1385,9084
2026-08-30,2026-08-31,BOM-BLR,Air India,1,10042,1807,11849
2026-08-30,2026-08-31,BOM-BLR,Air India,1,12044,2167,14211
2026-08-30,2026-08-31,BOM-BLR,Air India,1,11283,2030,13313
2026-08-30,2026-08-31,BOM-BLR,Air India,1,10698,1925,12623
2026-08-30,2026-08-31,BOM-BLR,Air India,1,10683,1922,12605
2026-08-30,2026-10-14,BOM-BLR,Akasa,45,3495,629,4124
2026-08-30,2026-10-14,BOM-BLR,Akasa,45,3812,686,4498
2026-08-30,2026-10-14,BOM-BLR,Akasa,45,3762,677,4439
2026-08-30,2026-10-14,BOM-BLR,Akasa,45,3627,652,4279
2026-08-30,2026-10-14,BOM-BLR,Akasa,45,3664,659,4323
2026-08-30,2026-09-29,BOM-BLR,Akasa,30,4183,752,4935
2026-08-30,2026-09-29,BOM-BLR,Akasa,30,3456,622,4078
2026-08-30,2026-09-29,BOM-BLR,Akasa,30,3895,701,4596
2026-08-30,2026-09-29,BOM-BLR,Akasa,30,4088,735,4823
2026-08-30,2026-09-29,BOM-BLR,Akasa,30,4060,730,4790
2026-08-30,2026-09-14,BOM-BLR,Akasa,15,4275,769,5044
2026-08-30,2026-09-14,BOM-BLR,Akasa,15,4097,737,4834
2026-08-30,2026-09-14,BOM-BLR,Akasa,15,4857,874,5731
2026-08-30,2026-09-14,BOM-BLR,Akasa,15,4353,783,5136
2026-08-30,2026-09-14,BOM-BLR,Akasa,15,4216,758,4974
2026-08-30,2026-09-06,BOM-BLR,Akasa,7,6830,1229,8059
2026-08-30,2026-09-06,BOM-BLR,Akasa,7,6227,1120,7347
2026-08-30,2026-09-06,BOM-BLR,Akasa,7,5800,1044,6844
2026-08-30,2026-09-06,BOM-BLR,Akasa,7,6767,1218,7985
2026-08-30,2026-09-06,BOM-BLR,Akasa,7,6036,1086,7122
2026-08-30,2026-08-31,BOM-BLR,Akasa,1,8791,1582,10373
2026-08-30,2026-08-31,BOM-BLR,Akasa,1,9228,1661,10889
2026-08-30,2026-08-31,BOM-BLR,Akasa,1,9784,1761,11545
2026-08-30,2026-08-31,BOM-BLR,Akasa,1,8504,1530,10034
2026-08-30,2026-08-31,BOM-BLR,Akasa,1,8984,1617,10601
2026-08-30,2026-10-14,BOM-BLR,SpiceJet,45,3531,635,4166
2026-08-30,2026-10-14,BOM-BLR,SpiceJet,45,3214,578,3792
2026-08-30,2026-10-14,BOM-BLR,SpiceJet,45,3335,600,3935
2026-08-30,2026-10-14,BOM-BLR,SpiceJet,45,3407,613,4020
2026-08-30,2026-10-14,BOM-BLR,SpiceJet,45,2885,519,3404
2026-08-30,2026-09-29,BOM-BLR,SpiceJet,30,3836,690,4526
2026-08-30,2026-09-29,BOM-BLR,SpiceJet,30,3166,569,3735
2026-08-30,2026-09-29,BOM-BLR,SpiceJet,30,3316,596,3912
2026-08-30,2026-09-29,BOM-BLR,SpiceJet,30,3137,564,3701
2026-08-30,2026-09-29,BOM-BLR,SpiceJet,30,3819,687,4506
2026-08-30,2026-09-14,BOM-BLR,SpiceJet,15,4290,772,5062
2026-08-30,2026-09-14,BOM-BLR,SpiceJet,15,3893,700,4593
2026-08-30,2026-09-14,BOM-BLR,SpiceJet,15,4110,739,4849
2026-08-30,2026-09-14,BOM-BLR,SpiceJet,15,4035,726,4761
2026-08-30,2026-09-14,BOM-BLR,SpiceJet,15,4886,879,5765
2026-08-30,2026-09-06,BOM-BLR,SpiceJet,7,6028,1085,7113
2026-08-30,2026-09-06,BOM-BLR,SpiceJet,7,5389,970,6359
2026-08-30,2026-09-06,BOM-BLR,SpiceJet,7,5897,1061,6958
2026-08-30,2026-09-06,BOM-BLR,SpiceJet,7,6162,1109,7271
2026-08-30,2026-09-06,BOM-BLR,SpiceJet,7,5671,1020,6691
2026-08-30,2026-08-31,BOM-BLR,SpiceJet,1,9189,1654,10843
2026-08-30,2026-08-31,BOM-BLR,SpiceJet,1,7747,1394,9141
2026-08-30,2026-08-31,BOM-BLR,SpiceJet,1,7892,1420,9312
2026-08-30,2026-08-31,BOM-BLR,SpiceJet,1,8562,1541,10103
2026-08-30,2026-08-31,BOM-BLR,SpiceJet,1,9169,1650,10819
2026-08-30,2026-10-14,DEL-CCU,IndiGo,45,5002,900,5902
2026-08-30,2026-10-14,DEL-CCU,IndiGo,45,4445,800,5245
2026-08-30,2026-10-14,DEL-CCU,IndiGo,45,4885,879,5764
2026-08-30,2026-10-14,DEL-CCU,IndiGo,45,4694,844,5538
2026-08-30,2026-10-14,DEL-CCU,IndiGo,45,5146,926,6072
2026-08-30,2026-09-29,DEL-CCU,IndiGo,30,5160,928,6088
2026-08-30,2026-09-29,DEL-CCU,IndiGo,30,5945,1070,7015
2026-08-30,2026-09-29,DEL-CCU,IndiGo,30,5338,960,6298
2026-08-30,2026-09-29,DEL-CCU,IndiGo,30,4823,868,5691
2026-08-30,2026-09-29,DEL-CCU,IndiGo,30,5850,1053,6903
2026-08-30,2026-09-14,DEL-CCU,IndiGo,15,7406,1333,8739
2026-08-30,2026-09-14,DEL-CCU,IndiGo,15,6093,1096,7189
2026-08-30,2026-09-14,DEL-CCU,IndiGo,15,7128,1283,8411
2026-08-30,2026-09-14,DEL-CCU,IndiGo,15,6888,1239,8127
2026-08-30,2026-09-14,DEL-CCU,IndiGo,15,6548,1178,7726
2026-08-30,2026-09-06,DEL-CCU,IndiGo,7,9374,1687,11061
2026-08-30,2026-09-06,DEL-CCU,IndiGo,7,8876,1597,10473
2026-08-30,2026-09-06,DEL-CCU,IndiGo,7,9518,1713,11231
2026-08-30,2026-09-06,DEL-CCU,IndiGo,7,8224,1480,9704
2026-08-30,2026-09-06,DEL-CCU,IndiGo,7,8233,1481,9714
2026-08-30,2026-08-31,DEL-CCU,IndiGo,1,11493,2068,13561
2026-08-30,2026-08-31,DEL-CCU,IndiGo,1,11644,2095,13739
2026-08-30,2026-08-31,DEL-CCU,IndiGo,1,12516,2252,14768
2026-08-30,2026-08-31,DEL-CCU,IndiGo,1,12075,2173,14248
2026-08-30,2026-08-31,DEL-CCU,IndiGo,1,13764,2477,16241
2026-08-30,2026-10-14,DEL-CCU,Air India,45,6299,1133,7432
2026-08-30,2026-10-14,DEL-CCU,Air India,45,6071,1092,7163
2026-08-30,2026-10-14,DEL-CCU,Air India,45,5040,907,5947
2026-08-30,2026-10-14,DEL-CCU,Air India,45,5460,982,6442
2026-08-30,2026-10-14,DEL-CCU,Air India,45,5554,999,6553
2026-08-30,2026-09-29,DEL-CCU,Air India,30,6698,1205,7903
2026-08-30,2026-09-29,DEL-CCU,Air India,30,5805,1044,6849
2026-08-30,2026-09-29,DEL-CCU,Air India,30,6643,1195,7838
2026-08-30,2026-09-29,DEL-CCU,Air India,30,5983,1076,7059
2026-08-30,2026-09-29,DEL-CCU,Air India,30,6607,1189,7796
2026-08-30,2026-09-14,DEL-CCU,Air India,15,7536,1356,8892
2026-08-30,2026-09-14,DEL-CCU,Air India,15,8112,1460,9572
2026-08-30,2026-09-14,DEL-CCU,Air India,15,7577,1363,8940
2026-08-30,2026-09-14,DEL-CCU,Air India,15,6838,1230,8068
2026-08-30,2026-09-14,DEL-CCU,Air India,15,7573,1363,8936
2026-08-30,2026-09-06,DEL-CCU,Air India,7,11320,2037,13357
2026-08-30,2026-09-06,DEL-CCU,Air India,7,10781,1940,12721
2026-08-30,2026-09-06,DEL-CCU,Air India,7,9654,1737,11391
2026-08-30,2026-09-06,DEL-CCU,Air India,7,9723,1750,11473
